	W1	W2	W3	W4	W5	W6	W7	W8
segsize1	0.0031427653	0.0025097285	0.0	8.155914e-26	0.0	0.39363095	0.0	0.034352448
segsize2	0.002875342	0.0028857249	0.0	0.0035771292	0.0	0.33360094	0.0	0.033518177
segsize3	0.0109434575	0.0036495551	0.0	0.022994304	0.00026083237	0.25088596	0.000609723	0.048546027
segsize4	0.0370392	2.5961365e-13	0.013280201	0.07402192	0.0	0.0	0.0017116276	0.07725866
segsize5	0.035969004	0.0	0.0146414265	0.06904377	0.0	0.0	0.0002542452	0.0441335
segsize6	0.03479066	0.0	0.022774253	0.058600333	0.0	0.0	4.7121766e-06	0.0323699
segsize7	0.040905446	1.6372255e-24	0.040517416	0.042917848	0.0	0.0	0.0010483817	0.011073268
segsize8	0.025119055	0.008345346	0.031497136	0.01918502	0.0	0.0	0.000244474	5.9246092e-36
segsize9	0.013882589	0.0071880408	0.02239576	0.009004587	0.0	0.0	0.00027936886	0.0
segsize10	0.01955353	0.0156183345	0.033648983	0.010274865	0.0	0.0	0.0	0.0032002865
segsize11	0.019843357	0.022960288	0.029781124	0.007842947	0.0	0.0	0.0	0.0
segsize12	0.018218778	0.027062034	0.027786566	0.004660742	0.0	0.0	0.0	0.0
segsize13	0.012615664	0.021411093	0.015507083	1.0637415e-15	0.0	0.0	0.00046821585	0.0
segsize14	0.007701275	0.015360806	0.005573628	7.7254366e-27	0.0077744043	0.0	0.0004339977	0.0
segsize15	0.007802058	0.025816048	0.004527773	0.0	0.024795465	0.0	0.0011542015	9.704e-42
segsize16	0.002905643	0.01088508	0.00089290965	0.0	0.059176143	0.0	0.0017748108	0.00076223956
segsize17	0.0011301537	0.01681569	0.0007670442	0.0	0.07135955	0.0	0.0022271913	0.003562574
segsize18	0.0012704632	0.0074850963	0.0	0.0	0.04705607	0.0	0.0025069283	0.003537902
segsize19	0.0	0.0068784948	0.0	0.0	0.049906194	0.0	0.0020351089	0.0023256023
segsize20	0.0	0.0014131697	0.0	0.0	0.06776736	0.0	0.0018707806	0.0015989306
segsize21	0.0	0.0023589376	0.0	0.0	0.098569416	0.0	0.0037987933	0.004223252
segsize22	0.0	0.0	0.0	0.0	0.15754941	0.0	0.005564468	0.0
changepoint1	0.0	0.0029504262	0.10603216	0.0	2.1342364e-23	0.0	0.011388513	0.0
changepoint2	0.0011557179	0.013969565	0.22968051	0.00092755427	3.83e-43	0.0	0.0073380866	0.0
changepoint3	0.0	0.08816659	0.0	0.18880872	0.0	0.0	0.010809495	0.0
changepoint4	0.041030847	0.056351967	0.0	0.11445681	0.108808875	0.0	0.0049743503	0.0
changepoint5	0.14647405	0.011530617	0.0	0.022884032	0.2634737	0.0	0.0	0.0
changepoint6	0.05727175	0.0	2.4198907e-27	0.0	0.015881727	0.0	0.0	0.0048172106
changepoint7	0.035825867	0.0	0.0	0.0	0.015297515	0.0	0.0	0.017317481
changepoint8	0.02804152	8.954633e-14	0.0	0.0	0.0090161115	0.0	5.8465364e-05	0.03887066
changepoint9	0.0141507555	3.469734e-05	0.0	5.9275884e-30	0.0028430072	0.0	4.2817897e-05	0.070664026
changepoint10	0.0018074221	9.410309e-05	0.0	1.449453e-26	0.00045980263	0.0	5.672604e-06	0.24434195
bp10MB1	0.038164705	0.21791384	7.2301474e-38	0.032463737	0.0	0.0	0.58930695	0.0
bp10MB2	0.0779541	0.2437301	0.084516175	0.061296184	0.0	0.0	0.22902003	0.0
bp10MB3	0.04592998	0.017783938	0.02987403	0.074951425	0.0	0.0	0.005025498	0.0270201
bpchrarm1	5.3e-44	1.011226e-39	0.0	0.0024338434	0.0	0.0	0.07366834	0.0
bpchrarm2	0.0022788409	0.043675706	2.333473e-34	0.0	0.0	0.0	0.04021744	0.0
bpchrarm3	0.013201882	0.034503862	0.0076775933	0.012618017	0.0	7e-45	0.002157304	0.0
bpchrarm4	0.005603338	0.0	0.0032595359	0.012013316	0.0	0.0	0.0	0.0037495072
bpchrarm5	0.0	0.0	0.0	0.0	0.0	0.019033665	0.0	0.0059252502
osCN1	0.14646764	0.052935082	0.24571107	0.089831404	0.0	0.0	0.0	0.2384705
osCN2	0.047857758	0.017716072	0.029657783	0.05870174	0.0	0.0	0.0	0.04836052
osCN3	0.0010753201	0.0	0.0	0.006489773	4.335755e-06	0.0028483658	0.0	0.0
