	W1	W2	W3	W4	W5	W6	W7	W8
segsize1	0.04401173	0.0	1.17642e-40	0.006155002	0.0024109562	0.0073952237	0.07201311	0.002359579
segsize2	0.039301276	0.0	1.5712346e-12	0.005067828	0.0024446542	0.010600923	0.066842176	0.0019864673
segsize3	0.055971805	1e-44	0.0068449937	0.0042010746	0.0035647952	0.029113472	0.078987785	0.0036157093
segsize4	0.049556114	0.00049902574	0.038672023	0.0035720202	0.0008233706	0.07595363	0.0833752	0.013430052
segsize5	0.0	0.000121111356	0.047620304	0.0017604004	0.0	0.06986816	0.02392411	0.012621019
segsize6	0.0	0.0	0.047439724	0.0013973009	0.0	0.057595808	0.009226882	0.020877142
segsize7	0.0	0.00047903793	0.049206704	0.0026217971	0.002852194	0.04015631	0.0	0.037731368
segsize8	0.0	0.00015050972	0.027202535	0.00057470694	0.009832566	0.018084466	0.0	0.03049196
segsize9	0.0	0.00031096445	0.0141798165	0.00017631004	0.008242778	0.008686567	0.0	0.021771006
segsize10	0.0	0.0	0.019889293	0.0	0.016796554	0.010349481	7.09474e-36	0.033286322
segsize11	0.0	0.0	0.017395379	0.0	0.024703417	0.008426815	0.0	0.028968366
segsize12	0.0	0.0	0.014855493	0.0	0.02822882	0.0057877554	0.0	0.028247572
segsize13	0.0026294994	0.00055073306	0.009734246	0.0	0.02209436	0.001133528	0.0	0.015532022
segsize14	0.005735233	0.0010101983	0.0056324946	0.0	0.015591228	0.0006812795	0.0	0.0054059154
segsize15	0.0	0.003669991	0.00594118	0.0	0.025090888	0.0	0.0	0.004795341
segsize16	0.0	0.0067938636	0.0024601934	0.0	0.010172228	0.0	0.0	0.00046922252
segsize17	0.0	0.008350946	0.00045590135	0.0	0.015571293	0.0	0.0036494005	2.71063e-07
segsize18	0.0	0.0068679494	0.0020110712	0.00020981602	0.006334207	0.0	0.0007752272	0.0
segsize19	0.0	0.0064857546	3.3275853e-36	0.0	0.0059144786	0.0	0.0014692816	0.0
segsize20	0.0	0.0073992205	0.0	0.0	0.00088458403	0.0	0.0008126451	0.0
segsize21	0.0	0.01224211	2.5485055e-11	0.0	0.0016016968	0.0	0.0028055068	0.0
segsize22	2.2830858e-07	0.017897377	0.0	0.0	0.0	2.2785109e-08	0.0	3.178859e-07
changepoint1	0.0	0.013649188	0.0	0.004358492	0.0018810314	0.0011293696	0.0	0.106295705
changepoint2	0.0	0.0103794215	9.6901525e-30	0.00042334845	0.012515137	0.004685556	8.735447e-10	0.22482605
changepoint3	0.0	0.008444618	0.0	0.021558333	0.08203798	0.185479	0.0	0.0
changepoint4	0.076866865	0.011650957	0.027959509	0.0035818962	0.058486152	0.11823228	0.0	0.0
changepoint5	0.710456	0.0015667008	0.10859501	0.0	0.018519918	0.017142512	0.0	0.0
changepoint6	0.0	0.000649425	0.065466106	0.0	0.0011560882	3.7489514e-21	0.0	0.0
changepoint7	0.0	0.0006337751	0.04579103	0.0	0.0	0.0	0.0	0.0
changepoint8	0.0	0.0005468152	0.038462803	0.0	1.1843221e-17	0.0	0.016911488	0.0
changepoint9	0.0	0.00021423266	0.023110798	9.0306077e-07	0.0	5.54e-43	0.055932023	0.0
changepoint10	0.0	3.5812434e-05	0.004599924	0.0	0.0	0.0	0.31432328	0.0
bp10MB1	0.0	0.55412304	0.01813452	0.5831217	0.2105077	0.017561058	0.0	4.1211095e-38
bp10MB2	0.0	0.21324511	0.053938728	0.23503096	0.24188162	0.058110185	0.0	0.08777768
bp10MB3	1.2744171e-10	0.003591306	0.051207714	0.009355464	0.019977286	0.07405009	0.017570648	0.02915166
bpchrarm1	0.0	0.06842665	0.0	0.07379643	9.5823175e-26	7.0524666e-28	0.0	0.0
bpchrarm2	0.0	0.039453544	0.0	0.036988996	0.0403575	0.0	0.0	5.754e-42
bpchrarm3	0.011181612	0.00056066323	0.009877128	0.0060452856	0.034684416	0.011048946	0.0	0.00987038
bpchrarm4	0.0	0.0	0.0071050273	0.0	0.0	0.012333652	0.0012130958	0.003060171
bpchrarm5	0.0	0.0	0.0	0.0	0.0	0.0015188252	0.0054736887	0.0
osCN1	0.0	0.0	0.18471043	0.0	0.0542925	0.0876152	0.19795297	0.24748853
osCN2	0.0	0.0	0.050856285	1.7077407e-33	0.020547604	0.060423914	0.046741404	0.029940182
osCN3	0.00428973	0.0	0.000643637	1.9147874e-06	0.0	0.0068359943	0.0	0.0
