Index,Mean,Variance,Weight
64,0.000000000000000,1.000000000000000,0.000000115629347
55,9389.098561720531507,26776353.129830498248339,0.005354882067597
23,26448.585042514023371,114393813.250302255153656,0.011918260639099
41,62691.357495443764492,538226321.998661518096924,0.019158981695299
7,133988.173293229163392,2096512387.397878885269165,0.031237697794075
59,264221.765473240171559,7052887901.319519042968750,0.053321865538344
53,472321.638839158811606,19707525553.632232666015625,0.064595968064015
50,785285.056333855260164,49465561133.481918334960938,0.068431617977879
26,1296742.747758466051891,124547364791.871536254882812,0.078218892243663
5,2180798.314641302917153,270491436456.376312255859375,0.083123198018098
2,3445238.048069533426315,423540667304.121215820312500,0.071727194416383
44,4525878.664674758911133,238424572703.501434326171875,0.018325210237948
20,5339405.811229269020259,396274708738.886230468750000,0.036675924649244
21,6317203.485595625825226,301127488888.840942382812500,0.018497401992650
17,7224377.610338035039604,367913937133.129577636718750,0.020758641817665
6,8407914.231775026768446,727650519369.364013671875000,0.028168573203444
33,8494633.021461844444275,227555256446.594116210937500,0.004768465154894
28,9799416.773252392187715,357772200505.015502929687500,0.017546929183942
45,10593836.254217265173793,132097297944.172760009765625,0.004080775215331
42,11131302.738321606069803,241351180866.792785644531250,0.008400337331250
60,11534167.495835328474641,42259117404.034637451171875,0.000317455062420
35,11830856.457292629405856,461135302285.200866699218750,0.010842921342445
3,13127931.521324703469872,818103073728.311157226562500,0.022970737675520
13,14651884.551251461729407,424482892391.115173339843750,0.009396625280513
1,15552445.260982243344188,505955072411.259704589843750,0.009394171738616
34,16578644.743495155125856,386416854746.738403320312500,0.005103293323372
11,17648767.887466799467802,985143762588.504028320312500,0.012869344325279
43,19080356.684645961970091,3120662157.837766170501709,0.000933485699268
4,20015323.470041263848543,2414408425296.054687500000000,0.026014948976167
49,20709951.627894766628742,221207189471.621490478515625,0.001091131763427
56,21934930.551895122975111,214022964133.480377197265625,0.003843692629305
38,23630609.259516987949610,1095196679282.838256835937500,0.014253977901919
37,24397551.136207159608603,12971129550.277608871459961,0.001444719644228
27,25164695.126588366925716,108818780605.847900390625000,0.003319279836862
19,26245170.916842624545097,333476797013.574951171875000,0.007298139631273
32,27887173.148724887520075,608573573211.264892578125000,0.009028414428721
25,29558001.030405107885599,244951010496.627410888671875,0.003271281163889
15,31075521.004524305462837,3771113461696.518554687500000,0.015139603809055
30,31183162.734163120388985,625352957795.662597656250000,0.004370438076957
54,33478617.951253443956375,598517353578.792236328125000,0.003254158466171
63,34627904.930461585521698,57668962614.069015502929688,0.000950393001639
58,35200962.886633910238743,804933941.600786089897156,0.007104264046704
31,37359775.625591516494751,746327179.728163361549377,0.003770554026675
24,37418359.698298335075378,7162178740863.528320312500000,0.023239848803457
36,41242022.359672710299492,282130420383.445861816406250,0.000966378627107
57,42840662.166443444788456,335399694034.293884277343750,0.001577335062173
52,43820126.580802805721760,1607487199.231647014617920,0.003295925197807
46,46266752.599220015108585,13757281428429.650390625000000,0.020243703882355
51,47170002.532560989260674,1506336766.776104927062988,0.003119662247198
47,55551455.686783656477928,20384008750878.953125000000000,0.012848110086287
14,59005565.791668638586998,3826323729.664810180664062,0.002303888128938
9,62893026.183628819882870,3032607071.074903011322021,0.002951975914368
39,64111613.238990336656570,96782533973610.312500000000000,0.029960627789750
12,75473595.347344100475311,3151052821.770864963531494,0.003520501584438
18,81137617.678388625383377,8969211889041.158203125000000,0.011271725640686
62,88284676.469440653920174,7320737901.606183052062988,0.002170768414888
10,95616789.005468726158142,143937307515582.781250000000000,0.020880821696208
40,96076267.676885813474655,6770597318.946456909179688,0.003049157571326
48,105217282.463801622390747,6827877012.164168357849121,0.002901695042350
61,121419490.101683527231216,13356952379.975317001342773,0.002186883802161
29,122757442.387933984398842,29813143305442.234375000000000,0.000480331060764
16,134562968.692602097988129,693591625325.888305664062500,0.005587406817365
22,154626416.518887251615524,764187983836646.500000000000000,0.025373279958512
8,243070913.323828935623169,53939015256.603607177734375,0.001776007951274
