Index,Mean,Variance,Weight
64,0.000000000000000,1.000000000000000,0.000000000675789
63,0.000000000000000,1.000000000000000,0.000000008771805
62,0.000000000000000,1.000000000000000,0.000000113858826
60,0.000000000000000,1.000000000000000,0.000001486987162
59,0.000000000000000,1.000000000000000,0.000001496132294
58,0.000000000000000,1.000000000000000,0.000001505333669
57,0.000000000000000,1.000000000000000,0.000001514591634
56,0.000000000000000,1.000000000000000,0.000001523906537
55,0.000000000000000,1.000000000000000,0.000001533278727
46,0.000000000000000,1.000000000000000,0.000001542903922
45,0.000000000000000,1.000000000000000,0.000001542915911
40,0.000000000000000,1.000000000000000,0.000001542965217
1,0.105945817793573,0.003984163943069,0.060945509407156
52,0.240244754200911,0.008744598494515,0.052224716287397
13,0.445425316929914,0.019641633272377,0.065830844644284
7,0.947390389751328,0.066786258265906,0.045246107479386
51,0.980454558327462,0.068877705857243,0.062932510608860
35,0.999530711262396,0.076988983313541,0.030257071332916
54,1.009124318789302,0.074903016588516,0.045837281730641
37,1.032344127296442,0.075405705754295,0.070170089428133
42,1.080271191311311,0.010605790309190,0.115995619413825
28,1.246040712403691,0.117235757004277,0.017736166065650
8,1.352168137725653,0.135375797977524,0.015662687366132
11,1.446903569349080,0.156610360379730,0.012055135413466
50,1.464032520808066,0.171908174711746,0.006750802184821
18,1.490847592547675,0.168051852133379,0.010338565018458
17,1.501746664291730,0.170433858639763,0.010217879948709
15,1.619762844354934,0.197913580247356,0.008748738923060
48,1.906498023613356,0.288145318240018,0.003414490330985
30,2.095682652748234,0.044120623566414,0.105640976959316
20,2.194857919376257,0.281465932856573,0.023619372161899
41,2.201008341622047,0.285595073191194,0.021041742288914
12,2.223714450332398,0.370667533815747,0.003126073763794
31,2.232504897549136,0.313982503428544,0.012810293938941
36,2.289290286488306,0.139474456805742,0.048611112798864
4,2.502913493464678,0.469113162543902,0.002110478795089
2,2.546988649521016,0.485249100521484,0.001999620060036
9,2.603543154319803,0.512404543184231,0.001674838129343
24,2.898256872661621,0.655716912607810,0.000738470937877
14,3.033065081357627,0.641232586033337,0.001743354111806
6,3.055193176114296,0.661583635603138,0.001396192332123
19,3.060144385137399,0.646300838101193,0.001831579597291
10,3.078688597525074,0.673947388114541,0.001281692586936
22,3.127049440947473,0.691733240340334,0.001210457350790
26,3.150488896133206,0.703727873804102,0.001116474130210
38,3.151068802667401,0.696682815406568,0.001244974072213
27,3.160168737827828,0.675380986613205,0.001836059078376
25,3.163729553737082,0.671358377618310,0.001998926988087
23,3.171303950319001,0.728158800084371,0.000844730905903
29,3.182560430404450,0.724815497318665,0.000931315248609
32,3.185784006581049,0.819938485296621,0.000239530191487
3,3.201557422384431,0.108011909968440,0.021313264172203
53,3.722031245128892,0.903535998354028,0.000386464970204
44,3.923322481340658,0.758140694737582,0.003523895565515
47,4.114426010916122,0.244325847217003,0.023970494354673
16,4.294721259777365,0.962051101706374,0.009069738449323
5,5.138508867073032,1.346210329934044,0.013907534186782
43,5.182902153353512,1.317883315793396,0.007509188517973
34,6.933577620558297,3.116195402192312,0.018347028853334
33,9.963417652571312,6.862008765578427,0.012183805246702
21,15.373379663868302,18.213310526781452,0.008962543144800
39,24.664127075909644,56.136234311217954,0.006357777561080
49,43.178679862942985,226.457078431438561,0.002800311732337
61,80.804786980777720,1046.178611209596738,0.000241658911799
