	W1	W2	W3	W4	W5	W6	W7	W8
segsize1	0.001004202	0.064294256	0.004322613	0.014945655	0.0	0.0	2.762405e-10	0.008795704
segsize2	0.0006584677	0.059851006	0.003857253	0.018484633	0.0	0.0	4.146735e-10	0.012140522
segsize3	1.8731592e-12	0.07330953	0.00444858	0.04239665	0.0045563253	0.013808698	0.0036534506	0.03232393
segsize4	4.1335523e-05	0.0856549	0.0011983948	0.092295244	0.02212356	0.02206364	0.030636804	0.03894784
segsize5	0.00031185383	0.032842852	0.0	0.07446042	0.021524444	0.0	0.04327973	0.0
segsize6	0.00015762886	0.01711828	0.0	0.057162806	0.028264409	0.0	0.04523442	0.0
segsize7	0.0013428703	0.0005427632	0.0036934528	0.033050347	0.038874846	0.0	0.04932047	0.0
segsize8	0.00039802562	0.0	0.009773295	0.0113554215	0.029306332	0.0	0.029245902	0.0
segsize9	0.00036152068	0.0	0.0077943034	0.0037152944	0.020784251	0.0	0.016606467	0.0
segsize10	1e-45	0.0005126057	0.016430642	0.0037454735	0.029702604	0.0	0.022967814	0.0
segsize11	0.0	0.0	0.023309205	0.0021344053	0.024998473	0.0	0.021311505	0.0
segsize12	0.0	0.0	0.026970929	0.000117532414	0.023403982	0.0	0.018287443	0.0
segsize13	0.00033911513	0.0	0.020677421	0.0	0.010999247	0.0	0.01077974	0.0045359633
segsize14	0.00036003496	0.0	0.014433886	0.0	0.003549349	0.009599719	0.005485989	0.012380517
segsize15	0.0011068048	0.0	0.023534596	0.0	0.0035126624	0.03492521	0.0034935824	0.028047232
segsize16	0.0027824778	0.0	0.008992564	0.0	0.0010192118	0.0362735	0.00096473447	0.038242184
segsize17	0.0033092408	0.0009342306	0.013869804	0.0	0.0006315069	0.042018738	9.650502e-05	0.04676296
segsize18	0.0031685447	0.0	0.0057547996	0.0	0.0	0.05051036	0.0	0.026813103
segsize19	0.0029339045	0.0	0.004857913	0.0	0.0	0.028169276	0.0	0.031812612
segsize20	0.003671569	0.0	0.0006087123	0.0	0.0	0.018436953	0.0	0.031048967
segsize21	0.006263713	0.00030970378	0.001202332	0.0	0.0	0.033542268	0.0	0.046251956
segsize22	0.011635372	0.0	0.0	0.0	0.0	0.0	0.0	0.041026566
changepoint1	0.009944269	0.0	0.00519735	1.5006549e-26	0.1198051	0.0	0.0	0.0047396896
changepoint2	0.005240558	0.0	0.016838787	5.15276e-40	0.24719694	0.0	0.0050656963	0.0
changepoint3	0.008013022	0.0	0.08605536	0.23986848	0.0	0.0	0.0	0.0
changepoint4	0.0059057297	0.0	0.052619856	0.122469924	0.0	0.0	0.046421483	0.11541531
changepoint5	0.0	0.0	0.012985811	0.0038738798	0.0	0.0	0.12168343	0.45266062
changepoint6	0.0	2.6485604e-06	0.0	0.0	0.0	0.20635876	0.037650432	0.008985601
changepoint7	0.0	0.005216459	0.0	0.0	0.0	0.22960337	0.01887893	3.7979615e-09
changepoint8	4.5330333e-05	0.021986522	0.0	0.0	0.0	0.16445169	0.017238494	0.0019202994
changepoint9	5.770664e-05	0.055735882	0.0	1.9862922e-24	0.0	0.09599394	0.009861805	5.3531288e-17
changepoint10	3.7049547e-05	0.2782904	1.6698501e-05	0.0	0.0	0.00058029377	0.0019115276	0.0
bp10MB1	0.58460885	0.0	0.21758468	0.017995512	0.0	0.0	0.050892483	0.0
bp10MB2	0.22728196	0.0	0.23707895	0.043199457	0.06317237	0.0	0.08601006	0.0
bp10MB3	0.004868998	0.027235828	0.020380218	0.07881624	0.031271424	0.0	0.048693743	0.0
bpchrarm1	0.07304982	0.0	0.0018410292	1.3332905e-14	0.0	0.0	0.004100625	0.0
bpchrarm2	0.039030794	1.2740878e-35	0.040269665	0.0	0.0	0.013663679	0.0010501064	0.016320085
bpchrarm3	0.00206933	0.0	0.033569172	0.01270899	0.0035164724	0.0	0.011776449	0.0
bpchrarm4	0.0	0.001645888	0.0	0.010892376	0.0037441892	0.0	0.008347578	0.0
bpchrarm5	0.0	0.0048488174	0.0	0.0018963201	0.0	0.0	0.0	0.0
osCN1	0.0	0.2190507	0.059737682	0.05117779	0.24009053	0.0	0.17513204	0.0
osCN2	0.0	0.050470203	0.020094069	0.054842114	0.027951825	0.0	0.0528888	0.0
osCN3	0.0	0.00014662497	0.0	0.008394963	0.0	0.0	0.0010317987	0.00082837476
