	W1	W2	W3	W4	W5	W6	W7	W8
segsize1	2.3615559e-26	0.40933332	0.0	0.0	0.00120529	0.0050770505	0.027566144	0.0034079321
segsize2	0.0010163184	0.3399759	0.0	0.0	0.001114234	0.004359532	0.028566962	0.0064009004
segsize3	0.0020550392	0.24904181	0.00048788777	0.0026701535	0.0028686407	0.011620889	0.04537527	0.025102725
segsize4	3.8663277e-11	0.0	0.0017487286	0.0	0.014961608	0.035613585	0.07787727	0.07408832
segsize5	0.0	0.0	0.0003125686	0.0	0.016188642	0.034607474	0.04414667	0.06893555
segsize6	1.0846396e-29	0.0	5.7462195e-05	0.0	0.023959422	0.033524446	0.032714315	0.058489047
segsize7	0.0019929397	0.0	0.0010161239	0.0	0.03905419	0.03875147	0.011903918	0.042076062
segsize8	0.008892468	0.0	0.0002512074	0.0	0.030990455	0.024534922	2.6368969e-07	0.018821822
segsize9	0.007545129	0.0	0.00028072624	0.0	0.02201298	0.013635113	5.15164e-40	0.008749564
segsize10	0.016029183	0.0	0.0	0.0	0.032992262	0.019486303	0.0032584309	0.009922679
segsize11	0.02322011	0.0	0.0	0.0	0.02921498	0.020070616	0.0	0.007467818
segsize12	0.027180362	0.0	0.0	0.0	0.027226899	0.018711723	0.0	0.0043139947
segsize13	0.021392455	0.0	0.00047351082	8.672553e-27	0.014906479	0.0129235	0.0	0.000109763314
segsize14	0.015256615	0.0	0.00043323304	0.008189842	0.005266402	0.00799949	0.0	2.266987e-05
segsize15	0.0257166	0.0	0.0011160785	0.026414806	0.004220021	0.008189452	0.0	0.0
segsize16	0.010755521	0.0	0.0017961359	0.05932198	0.0008190457	0.0030657498	0.00073773024	0.0
segsize17	0.01661634	0.0	0.0022504781	0.071898915	0.00064785295	0.001467872	0.003499011	0.0
segsize18	0.0072815693	0.0	0.0025341837	0.047128562	0.0	0.0015196787	0.003395577	0.0
segsize19	0.006788124	0.0	0.0020581523	0.050290152	0.0	4.4033694e-15	0.0025500508	0.0
segsize20	0.0013489424	0.0	0.0019074309	0.06694556	0.0	0.0	0.0016803748	0.0
segsize21	0.002279301	0.0	0.0038510151	0.09727438	0.0	0.0	0.004418155	0.0
segsize22	0.0	0.0	0.0057115206	0.15267263	0.0	0.0	0.0	0.0
changepoint1	0.0029907995	0.0	0.0114035625	5.0453418e-17	0.105807945	0.0	0.0	2.60818e-26
changepoint2	0.014505604	0.0	0.0073874868	2.5089708e-10	0.2281291	0.0012816844	2.7893595e-26	0.0007233057
changepoint3	0.09147918	0.0	0.010900282	0.0	0.0	0.0	0.0	0.18356541
changepoint4	0.057781685	0.0	0.0050176415	0.11007267	0.0	0.03964504	0.0	0.1127686
changepoint5	0.011073265	0.0	0.0	0.26655552	0.0	0.14310957	0.0	0.024043798
changepoint6	0.0	0.0	0.0	0.014947558	2.2853e-16	0.056557078	0.0048765196	1.6477943e-10
changepoint7	0.0	0.0	5.9206876e-31	0.014111444	0.0	0.035569403	0.01731373	0.0
changepoint8	8.671e-42	0.0	6.40862e-05	0.008382131	0.0	0.027875388	0.039420556	2.084473e-34
changepoint9	1.003592e-23	0.0	4.990169e-05	0.0026187452	0.0	0.014215424	0.07213934	3.4381796e-05
changepoint10	4.5336154e-05	0.0	4.837269e-06	0.0005050003	0.0	0.0019868421	0.2526532	9.952855e-05
bp10MB1	0.21502261	0.0	0.5887343	0.0	1.0157102e-29	0.04248693	6.87726e-32	0.034508135
bp10MB2	0.24313363	0.0	0.2291296	0.0	0.082466796	0.08210051	0.0	0.0597844
bp10MB3	0.01844409	0.0	0.0050582127	0.0	0.030595284	0.044646557	0.02698066	0.0741751
bpchrarm1	0.0	0.0	0.073410735	0.0	0.0	9.83117e-37	0.0	0.002952896
bpchrarm2	0.043190554	0.0	0.040339626	5.897331e-26	2.4395023e-25	0.0031119892	0.0	0.0
bpchrarm3	0.034345996	5.663023e-31	0.0022127826	0.0	0.0076075075	0.014113841	0.0	0.011941173
bpchrarm4	0.0	0.0	0.0	0.0	0.0035287356	0.005362231	0.0037110145	0.012016997
bpchrarm5	0.0	0.0	0.0	0.0	0.0	0.0	0.0044571143	0.0014214952
osCN1	0.054304715	0.0	0.0	0.0	0.24418561	0.14493598	0.24185255	0.08933828
osCN2	0.018315528	0.0	0.0	0.0	0.030029653	0.04687212	0.04890521	0.058109257
osCN3	0.0	0.0016490339	3.8692082e-07	1.2118183e-10	0.0	0.0009706151	0.0	0.0066084424
