	W1	W2	W3	W4	W5	W6	W7	W8
segsize1	0.021687184	0.0032581976	0.07692076	1e-45	1.0136403e-18	0.0012595056	0.010473774	0.0
segsize2	0.022132402	0.0029423651	0.07105063	1.32074e-40	0.0	0.0010203079	0.013019866	0.0
segsize3	0.043006457	0.004161849	0.08439365	0.0067241094	3.077e-41	0.00072034204	0.030334208	0.0
segsize4	0.044968244	0.0017708996	0.0829977	0.042778976	7.524326e-05	0.0011496652	0.07386589	0.0
segsize5	2.4118673e-08	5.208807e-33	0.019002385	0.053408198	0.0080152545	0.00035923714	0.06506296	0.0
segsize6	4.7142134e-31	2.081412e-28	0.00423737	0.05290542	0.018348465	0.00010009248	0.05338502	0.0
segsize7	2.9333268e-34	0.0027534903	0.0	0.052100204	0.037461784	0.0009893153	0.03780839	0.0
segsize8	1e-45	0.009638958	0.0	0.028170213	0.03165422	0.00022425145	0.017248698	0.0
segsize9	4.614969e-36	0.008013386	0.0	0.014638825	0.023206303	0.00026995392	0.00820163	0.0
segsize10	1.06516384e-19	0.016513515	7.3588787e-22	0.019859957	0.03513121	1.4110016e-24	0.010292939	0.0
segsize11	8.60167e-17	0.024302715	0.0	0.016749142	0.031248024	0.0	0.008681249	0.0
segsize12	4.4496105e-08	0.027986316	0.0	0.013586363	0.029400155	0.0	0.006825722	0.0
segsize13	0.004393857	0.021754496	0.0	0.008858111	0.016830573	0.00045462593	0.0015067935	0.0
segsize14	0.009485178	0.015312248	4.9785957e-29	0.005016959	0.0065388237	0.000690568	0.00064735673	2.3854878e-31
segsize15	0.009143692	0.025138067	0.0	0.005066556	0.0063337907	0.0022147528	0.0	5.6663836e-08
segsize16	0.002659749	0.0108477045	0.00038954336	0.0018875741	0.0011461925	0.0018484496	0.0	0.087120585
segsize17	2.1438795e-37	0.016411422	0.004391001	3.0004943e-11	0.00091113616	0.002377372	0.0	0.103142075
segsize18	0.0	0.007145992	0.0009546154	0.001689644	0.0	0.0025797945	0.0	0.07068297
segsize19	0.0	0.0066456534	0.0012230945	0.0	0.0	0.0021265948	0.0	0.0724945
segsize20	0.0	0.0015476883	0.0009131322	0.0	0.0	0.0016134725	0.0	0.11272129
segsize21	0.0	0.0025596668	0.0029041138	7.566262e-30	0.0	0.0035248557	0.0	0.16152352
segsize22	0.0	0.0	0.0	0.0	0.0	0.0044655344	0.0	0.28217822
changepoint1	1.3110845e-28	0.002352353	0.0	0.0	0.11380101	0.011370181	7.367977e-16	4.96e-43
changepoint2	0.0	0.013468953	0.00090792705	2.615536e-13	0.24521169	0.0071641905	0.0014722073	1.3931368e-30
changepoint3	0.0	0.07676937	0.0	0.0	9.701e-42	0.010864757	0.18512514	0.0
changepoint4	0.121574454	0.056362994	0.0	0.030485982	1.2190589e-33	0.0071122884	0.1087636	0.028429685
changepoint5	0.7114892	0.021530995	0.0	0.108948536	3.0558895e-18	2.6219713e-29	0.008816658	2.2e-44
changepoint6	0.00032446577	0.0015557166	0.0	0.065690145	3.604e-42	0.0	2.2954853e-35	0.026521817
changepoint7	0.0	6.2212394e-18	9.1517825e-07	0.045545768	0.0	2.0685807e-37	0.0	0.032020394
changepoint8	0.0	0.00016418778	0.015823979	0.03919734	0.0	6.7197916e-06	0.0	0.017760495
changepoint9	0.0	2.6219375e-05	0.053510733	0.024415245	0.0	3.4518034e-05	2.6176795e-19	0.0051448564
changepoint10	0.0	9.81731e-13	0.32186925	0.0051230113	8.1e-44	8.034182e-06	0.0	0.00025948993
bp10MB1	4.36e-42	0.21061966	1.6488273e-28	0.0009201042	6.5705256e-16	0.58653843	0.03456284	0.0
bp10MB2	6.9766205e-26	0.23975939	0.0	0.038962033	0.09122862	0.22862975	0.07105337	0.0
bp10MB3	0.0046417215	0.01951732	0.016987896	0.05273481	0.023867942	0.004894019	0.073698364	0.0
bpchrarm1	0.0	6.942779e-19	0.0	3.175469e-32	7.691013e-20	0.07289526	0.0011937639	0.0
bpchrarm2	0.0	0.04021142	0.0	1.5637e-41	4.563e-42	0.04023331	0.0	0.0
bpchrarm3	2.6310403e-17	0.034493547	4.184615e-14	0.0067047677	0.007754986	0.002259849	0.015423811	0.0
bpchrarm4	0.0	0.0	0.00043868143	0.008208076	0.0022317546	0.0	0.011215518	0.0
bpchrarm5	0.0	0.0	0.0055787032	0.00011557887	0.0	0.0	0.0013159493	0.0
osCN1	0.0	0.05471798	0.19093075	0.19380581	0.24441387	0.0	0.08584577	0.0
osCN2	6.464706e-12	0.019745266	0.04438576	0.054981086	0.025188923	0.0	0.057944354	0.0
osCN3	0.004493318	0.0	0.00018738335	0.0007215322	0.0	0.0	0.0062141498	0.0
