	W1	W2	W3	W4	W5	W6	W7	W8
segsize1	0.0	0.0	0.0	0.0857895	8.9002845e-13	0.0	0.0020368353	0.0
segsize2	1.3551758e-34	0.0	0.0	0.07719001	4.7201147e-06	0.0	0.0099550905	0.0018587646
segsize3	1.1670376e-37	0.0	0.0	0.09713483	0.00027474115	0.0	0.033625647	0.0084489025
segsize4	1.1732345e-19	0.0	0.0	0.096709125	0.0007570498	0.0	0.09677654	0.03071742
segsize5	0.00675661	0.0	0.0	0.040385388	1.6383915e-28	0.0	0.09066942	0.030514615
segsize6	0.017889595	0.0	0.0	0.021174608	9.457638e-12	0.0	0.05947524	0.028845282
segsize7	0.033679925	0.0	0.0	0.0076317876	0.0010663696	0.0	0.034394592	0.025892692
segsize8	0.026109125	0.0	0.0	0.004184033	0.0006116329	0.0	0.014077103	0.015512489
segsize9	0.0174711	0.0	0.0	0.0009361648	6.177801e-06	0.0	0.011143236	0.010426391
segsize10	0.029263288	0.0	0.0	0.0	0.0004135315	0.0	0.009420474	0.015943283
segsize11	0.034468897	0.0	0.0	0.0	0.00093243894	0.0	0.0047880965	0.016905516
segsize12	0.033800732	0.0	0.0	0.0	0.0013205002	0.0	1.1932e-40	0.014939557
segsize13	0.02264792	0.0	0.0	0.0	0.0011433393	0.0044388026	0.0	0.010297326
segsize14	0.01624692	0.0	0.0	0.0	0.0008150952	0.001647957	0.0	0.009097014
segsize15	0.025077386	0.0	0.0	0.0	0.000594657	0.022383733	9.7284523e-29	0.017696692
segsize16	0.0074505075	0.0	0.0	0.0	0.0010987438	0.05590142	0.0	0.020445488
segsize17	0.012869804	0.0	0.0	0.0	0.0016888874	0.053544577	0.0	0.020357743
segsize18	0.0029008728	0.0	0.0	0.0	0.0026531355	0.035485476	0.0	0.013179791
segsize19	0.004478886	0.0	0.0	0.0	0.0012476398	0.05355613	0.0	0.014377809
segsize20	2.5401048e-06	0.0	0.0	0.0	0.00081579806	0.07034063	0.0	0.016337954
segsize21	0.004051704	0.0	0.0	5.2e-43	0.0027238394	0.064244196	0.0	0.018824803
segsize22	0.0	0.0	0.0	0.0	0.004290995	0.19066758	0.0	0.03769581
changepoint1	0.050830282	0.0	0.0	0.04310228	2.8608525e-17	0.25648984	0.0	0.0013346418
changepoint2	0.10116892	0.0	0.0	0.05746434	7.612765e-10	0.19129404	0.009211648	0.0
changepoint3	0.075782694	0.0	0.0	0.0	0.009853637	1.70887e-39	0.322318	0.0
changepoint4	0.034761567	0.0	0.0	0.0	0.008228458	7.777497e-28	0.13029692	0.09918713
changepoint5	3.033162e-07	0.0	0.0	1.0400367e-05	0.0017893666	0.0	0.0034321817	0.262082
changepoint6	0.0	0.0	0.25900996	2.42645e-40	0.0	0.0	0.0	0.02847661
changepoint7	0.0	0.0	0.28322336	0.0	0.0	0.0	0.0	0.016147781
changepoint8	4.9611794e-05	0.0	0.264767	0.0020539127	6.0527444e-32	5.64343e-06	0.0	0.012250242
changepoint9	0.00014520843	0.011569087	0.19299978	0.008466284	8.8022055e-27	1.1248127e-09	0.0	0.0061322814
changepoint10	0.0	0.9884309	0.0	0.009250145	2.196982e-06	0.0	0.0	0.0008947428
bp10MB1	3.1657338e-10	0.0	0.0	6.745239e-30	0.5986728	0.0	3.280177e-30	3.1213007e-27
bp10MB2	0.1804205	0.0	0.0	9.3322e-41	0.23996721	0.0	5.3145425e-16	0.050865717
bp10MB3	0.031417757	0.0	0.0	0.05279923	0.005175015	0.0	0.084000126	0.035933264
bpchrarm1	0.0	0.0	0.0	0.0	0.07684917	1.4007525e-35	0.0	0.0
bpchrarm2	0.046830464	0.0	0.0	0.0	0.032546382	1e-45	2.2078228e-10	0.014102537
bpchrarm3	0.027572267	0.0	0.0	0.005229074	0.003863538	0.0	0.032516766	0.014927929
bpchrarm4	1.2873973e-12	0.0	0.0	0.008703652	0.0	0.0	0.008778865	0.0029127242
bpchrarm5	0.0	0.0	0.0	0.0032751234	0.0	0.0	6.3795746e-10	0.0
osCN1	0.123581916	0.0	0.0	0.29565337	0.0005928416	0.0	0.0	0.047179297
osCN2	0.03227263	0.0	0.0	0.08285675	8.88717e-16	0.0	0.033000037	0.02660646
osCN3	0.0	0.0	0.0	0.0	0.0	0.0	0.010083205	0.0026513375
