	W1	W2	W3	W4	W5	W6	W7
segsize1	0.015218462	0.0	0.0	0.0	3e-45	0.01254148	0.011881994
segsize2	0.012026508	0.00023052296	0.0	0.0	0.0022395162	0.012629124	0.011860253
segsize3	0.023749005	4.0916736e-14	0.0	0.0	0.007363063	0.02353741	0.024842583
segsize4	0.061231636	0.0	0.00074756873	0.0	0.025979385	0.05298053	0.06506434
segsize5	0.05606878	1e-45	0.0	0.0057711247	0.014330989	0.044012684	0.067543365
segsize6	0.04795989	0.0	0.00041406308	0.018536821	2.426342e-06	0.030513478	0.059129793
segsize7	0.03469896	2.1853067e-08	0.0014954662	0.03888271	0.0	0.016186092	0.041699473
segsize8	0.014382816	0.0012318926	0.0015945847	0.03663102	0.0	0.0051948093	0.0147483805
segsize9	0.006497803	0.0016305994	0.0005696023	0.026584344	0.0	0.0024568064	0.0042208466
segsize10	0.00577472	0.007354335	0.00069390325	0.041656118	0.0	9.695317e-16	0.00436649
segsize11	0.0013555889	0.014738057	7.903175e-18	0.048079412	0.0	3.4713693e-07	2.2436344e-17
segsize12	3.4536115e-06	0.021941688	0.0	0.041476633	0.0	0.0007653323	0.0
segsize13	1.2493306e-06	0.01911147	0.0010027345	0.023555443	0.0	0.0039517847	0.0007103624
segsize14	1.6129235e-20	0.015415578	0.00050632685	0.009977383	0.01309859	0.0069120172	0.0
segsize15	0.00080748287	0.029865835	1.5339658e-08	0.0041986457	0.035677914	0.02393763	0.0021022796
segsize16	0.0	0.015924294	0.0034614597	0.0	0.013910205	0.012734487	0.0011638161
segsize17	0.0	0.021547873	0.003449943	0.0	0.015742494	0.014140978	0.0044102687
segsize18	0.0	0.00985702	0.0033494045	0.0	0.009830837	0.0075146137	0.0026229005
segsize19	0.0	0.0074501554	0.0033116285	0.0	0.0059645334	0.0051473165	0.0035052379
segsize20	0.0	0.0019516684	0.004875823	0.0	0.0	0.002767839	0.0014661131
segsize21	0.0	0.004063428	0.0076579913	0.0	0.003873454	0.0027160847	0.004162565
segsize22	0.0	0.0	0.014474217	0.0	0.0	0.0	0.0
changepoint1	0.0031340667	0.0036462292	0.004582592	7.9722826e-23	0.31803635	0.013638231	0.0
changepoint2	4.879406e-32	0.005660588	0.00071651203	0.035546694	0.49130774	0.0	0.0016818516
changepoint3	0.17814991	0.12297819	0.0039812606	0.00025501053	0.0	0.0	0.0
changepoint4	0.09725644	0.061575096	0.0049080434	0.031599846	0.0	0.07696915	0.00805338
changepoint5	0.019157227	0.010486266	0.002387073	0.026714878	0.0	0.34175444	0.022558682
changepoint6	5.290794e-23	0.0	0.0	0.012168641	0.0	0.0814954	0.037821256
changepoint7	0.0	0.0	0.0	0.0039001978	0.0	0.04864469	0.045976166
changepoint8	0.00016202882	0.0	8.204067e-06	0.0029050922	0.0	0.03587251	0.05583232
changepoint9	0.00017759932	0.0	5.979604e-06	0.0013224052	0.0	0.013157488	0.062182326
changepoint10	0.0	0.0001089692	7.386529e-06	0.00023588922	0.0	0.0007742577	0.10377381
bp10MB1	0.13004029	0.27481082	0.5906822	0.051298026	0.0	8.3031015e-30	6.3095295e-06
bp10MB2	0.07554028	0.24636148	0.22586729	0.18880919	0.0	3.2423196e-11	0.0
bp10MB3	0.0643833	0.010531888	0.0046017016	0.0351671	0.0	0.04536966	0.041136704
bpchrarm1	0.00740393	0.0	0.079686224	0.0	0.0	0.0	0.0
bpchrarm2	0.005773441	0.06405024	0.031669777	2.977068e-11	0.04262708	0.011553075	0.0060449596
bpchrarm3	0.0109979585	0.024952704	0.0013018531	0.028466396	0.0	0.009774717	0.0
bpchrarm4	0.011207903	0.0	0.0	0.0020268618	0.0	0.007344704	0.0077249035
bpchrarm5	0.0006528664	0.0	0.0	0.0	0.0	0.0	0.0033930202
osCN1	0.06108979	3.1436452e-25	0.0019892375	0.2318589	1.9152814e-07	0.0	0.23688644
osCN2	0.049870357	0.002522987	0.0	0.052375264	0.0	0.029527012	0.041426826
osCN3	0.005226246	1.7e-44	0.0	0.0	1.5266016e-05	0.003483889	0.0
