	W1	W2	W3	W4	W5	W6	W7	W8
segsize1	0.06759215	0.020974772	0.0	0.0	0.015506709	0.0060908776	0.0006998739	0.001975018
segsize2	0.06291313	0.025442317	0.0	0.0	0.020001145	0.01234429	0.00022124426	0.0008510869
segsize3	0.07839009	0.05647119	5.2133e-41	0.020666119	0.040618025	0.03031123	0.0	3.748698e-09
segsize4	0.09031326	0.10358296	0.029331136	0.036903277	0.06210286	0.038946327	0.0	0.0
segsize5	0.026444163	0.0667482	0.05736979	0.00434861	0.014905783	1e-45	0.0006505897	0.0009881476
segsize6	0.008419058	0.037611447	0.062862374	0.0	0.0	0.0	0.0010594932	0.0039282492
segsize7	0.0	0.011158001	0.06194918	0.0	0.0	0.0	0.0023113263	0.010519487
segsize8	0.0	4.757746e-06	0.034998517	0.0	0.0	0.0	0.00095597847	0.0143799335
segsize9	0.0	0.0	0.018669993	0.0	0.0	0.004383731	0.00058120827	0.010578614
segsize10	0.0	0.0	0.025185622	0.0	0.0	0.0029155293	0.00024788664	0.020228596
segsize11	0.0	0.0	0.021658706	0.0	0.0032424214	9.9246603e-20	0.0	0.026213305
segsize12	0.0	0.0	0.017061258	0.0	0.0060912166	0.002841353	0.0	0.028818283
segsize13	0.0	0.0	0.008563774	6.0974774e-11	0.011349171	2.2819283e-25	0.0002672273	0.021205226
segsize14	4.2559345e-37	2.2184338e-16	0.003119222	0.009806224	0.015238263	3.905418e-35	0.00037419764	0.013848478
segsize15	0.0	0.0	5.742555e-23	0.033242125	0.0241758	0.0036572176	0.0012982229	0.02169838
segsize16	0.0	0.0	0.0	0.019326597	0.01695104	2.0208777e-06	0.0038417391	0.008272682
segsize17	0.0005241942	0.0	0.0	0.017989086	0.017392816	0.0	0.004706321	0.01252359
segsize18	0.0	0.0	0.0	0.029389234	0.0051328074	0.0	0.0042782165	0.005117701
segsize19	0.0	0.0	0.0	0.0119348755	0.009653289	0.0	0.0039948127	0.0043498185
segsize20	0.0	0.0	0.0	0.0067626676	0.004073325	0.00032975315	0.0050703953	0.00055485737
segsize21	0.00031193288	0.0	0.0	0.016477626	0.004168436	0.0	0.008431874	0.0010726117
segsize22	0.0	0.0	0.0	0.0	0.0	2.3963319e-06	0.013538067	0.0
changepoint1	1e-45	0.00610041	8.390459e-22	0.0	0.0045899716	0.2860965	0.007481417	0.0069714724
changepoint2	0.0	0.0	0.012722721	0.0	0.0	0.5112061	0.0019788798	0.023261843
changepoint3	0.0	0.29671353	0.019026931	0.0	0.0	0.0	0.007491291	0.06664998
changepoint4	0.0	0.14220744	0.04548519	0.0	0.11726706	0.0	0.006459	0.04300267
changepoint5	0.0	3.855454e-05	0.0710958	0.0	0.5106086	0.0	0.00065445655	0.009885357
changepoint6	0.0	0.0	0.020572731	0.24169806	0.028276246	0.0	0.0	2.2977573e-10
changepoint7	0.0035665373	0.0	0.00873318	0.24381976	2.4395042e-06	0.0	0.0	0.0
changepoint8	0.019041955	0.0	0.008367697	0.18846917	0.0037347206	0.0	2.4889641e-05	8.736287e-18
changepoint9	0.052917667	0.0	0.0052920547	0.1143453	0.0	0.0	5.095379e-05	0.0
changepoint10	0.304506	0.0	0.0015960896	0.004821202	3.9360153e-32	0.0	2.0031075e-05	3.0138672e-05
bp10MB1	0.0	0.034160208	0.027828468	0.0	0.0	0.0	0.5790419	0.20426051
bp10MB2	0.0	0.03846866	0.0804425	0.0	1.15459346e-26	0.0	0.22572999	0.23244187
bp10MB3	0.02368185	0.07649069	0.058249816	0.0	0.02768792	0.0	0.0046667093	0.022039589
bpchrarm1	0.0	0.0	0.003173161	0.0	0.0	2.6704035e-08	0.07220949	0.0020990008
bpchrarm2	0.0	0.0	0.0	0.0	0.0	0.0	0.03972618	0.037028134
bpchrarm3	0.0005531539	0.0211139	0.0070887785	1.4153299e-14	0.020080386	0.0	0.0012680958	0.030775541
bpchrarm4	0.00058777357	0.006832398	0.012760127	1.5717763e-08	0.0	8.96368e-07	0.0	0.0
bpchrarm5	0.0043058703	0.0006249988	0.00096288504	0.0	0.0	0.0	0.0	0.0
osCN1	0.2057025	2.318364e-39	0.21335813	0.0	0.0	0.10087171	0.0006681035	0.09092607
osCN2	0.05017235	0.045848917	0.061257925	0.0	0.015020533	0.0	0.0	0.023503864
osCN3	5.6417462e-05	0.009406635	0.0012162037	1.06660785e-07	0.0021290137	0.0	0.0	0.0
