	W1	W2	W3	W4	W5	W6	W7	W8
segsize1	0.05123888	0.0046681967	0.0	0.0	8.5847043e-16	0.0069406442	0.06405523	0.0058109057
segsize2	0.047392316	0.0045370846	0.0	0.0	3.0416728e-13	0.010313171	0.060692087	0.004669707
segsize3	0.07351871	0.005458883	0.0	0.0	0.0028496722	0.03094762	0.082175866	0.0030009307
segsize4	0.08289698	0.01572707	3.4233318e-16	0.032838948	3.3487657e-37	0.07828957	0.08866152	0.0028675443
segsize5	5.77265e-07	0.011917539	0.00016870117	0.051280912	0.0	0.07215964	0.025658796	0.0013918029
segsize6	0.0	0.018946612	1.8863286e-30	0.052767336	9.4337947e-26	0.05762834	0.010291343	0.0013368819
segsize7	0.0	0.034289796	0.00042569058	0.055596907	0.0029609534	0.03787013	0.0	0.0029498488
segsize8	0.0	0.028453508	0.00014139093	0.030499462	0.010059214	0.016464224	0.0	0.00073702645
segsize9	0.0	0.020613763	0.0003034463	0.016007537	0.008413398	0.0075277206	0.0	0.0002849673
segsize10	1.4727539e-28	0.031724118	3.6264297e-34	0.022311326	0.01708271	0.008818689	8.405789e-15	1.7275064e-27
segsize11	0.003128246	0.028577888	0.0	0.019151362	0.02463855	0.0070826192	0.0	0.0
segsize12	0.008800056	0.028706077	0.0	0.015512753	0.027942348	0.004245806	0.0	0.0
segsize13	0.010001008	0.016515167	0.0004937252	0.009528096	0.021935606	4.68638e-40	0.0	0.0
segsize14	0.013720524	0.0066452166	0.0009147609	0.00479525	0.015278502	2.6074511e-05	0.0004616894	0.0
segsize15	0.017120432	0.0077602374	0.0035705648	0.0	0.02579613	0.0	0.0052640056	0.0
segsize16	0.0065250555	0.0018929237	0.0068043214	0.0	0.010486866	0.0	0.002033333	0.0
segsize17	1.1524084e-36	0.00072596164	0.008512658	0.0	0.01563949	0.0	0.003909387	0.0
segsize18	0.0	0.0	0.0070086415	0.0	0.007198938	0.0	0.003690875	0.00020424477
segsize19	1.08775636e-23	0.0	0.0065672696	0.0	0.005925941	0.0	0.0013801407	1.723901e-05
segsize20	0.0	0.0	0.0074275397	0.0	0.00091991416	0.0	0.000809408	0.0
segsize21	0.0	0.0	0.012245831	0.0	0.0016863963	0.0	0.0027910755	3.6444795e-05
segsize22	0.0	4.845128e-07	0.018018428	0.0	0.0	5.4269265e-08	0.0	3.6362529e-25
changepoint1	0.0	0.10541196	0.013165037	0.0	0.0017107001	1.5593084e-08	0.0	0.0049819783
changepoint2	0.0	0.21792053	0.009657165	7.3100484e-05	0.013758925	0.0025345252	1e-45	0.00090805755
changepoint3	0.0	0.0	0.008007046	0.0	0.083947875	0.20384942	0.0	0.018823626
changepoint4	0.08793364	0.0	0.011470395	0.030635828	0.057412773	0.12301783	0.0	0.0028935722
changepoint5	0.4929026	0.0	0.0053270776	0.12167636	0.014839227	7.584662e-07	0.0	0.0
changepoint6	0.013432602	0.0	0.0013082933	0.064496085	0.0	0.0	0.0	0.0
changepoint7	0.0	0.0	0.0016972616	0.04358574	0.0	0.0	0.0029710645	0.0
changepoint8	0.0	0.0	0.001072292	0.036449783	2.110649e-21	0.0	0.022937667	0.0
changepoint9	0.0	0.0	0.00042254146	0.020968918	1.8714964e-29	0.0	0.061145328	0.0
changepoint10	0.0	0.0	6.463429e-05	0.0035194224	6.680298e-11	0.0	0.28996634	0.0
bp10MB1	0.0	5.5113176e-29	0.5516963	2.659272e-07	0.2171393	0.026190277	0.0	0.5864703
bp10MB2	8.5038205e-14	0.09407271	0.21333304	0.050579477	0.24403594	0.059158217	0.0	0.23612578
bp10MB3	0.038218614	0.030719161	0.0028395068	0.05228776	0.01848182	0.07512397	0.01947463	0.008970445
bpchrarm1	0.0	0.0	0.06770043	6.632542e-23	0.0	0.0	0.0	0.0743635
bpchrarm2	0.0	2.0545184e-32	0.039412484	0.0	0.04041579	0.0	0.0	0.037417848
bpchrarm3	0.031595673	0.012439795	0.00022356349	0.008470237	0.033721555	0.010698518	4.4729933e-35	0.0057368143
bpchrarm4	0.0	0.002815719	0.0	0.008261009	0.0	0.012298657	0.00107436	0.0
bpchrarm5	0.0	0.0	0.0	2.71485e-30	0.0	0.0016168796	0.0051001688	0.0
osCN1	0.0	0.2391931	0.0	0.19436464	0.056157343	0.07961673	0.19993769	0.0
osCN2	0.016281039	0.03026382	0.0	0.053937394	0.01956415	0.060435995	0.045291793	0.0
osCN3	0.005293005	2.695657e-06	0.0	0.00040413006	0.0	0.0071438835	0.00022622616	5.265179e-07
