Index,Mean,Variance,Weight
126,0.000000000000000,1.000000000000000,0.000001539283956
121,0.000000000000000,1.000000000000000,0.000001541668102
115,0.000000000000000,1.000000000000000,0.000001542513804
113,0.000000000000000,1.000000000000000,0.000001542711977
112,0.000000000000000,1.000000000000000,0.000001542804667
110,0.000000000000000,1.000000000000000,0.000001542985366
108,0.000000000000000,1.000000000000000,0.000001543111375
105,0.000000000000000,1.000000000000000,0.000001543199618
102,0.000000000000000,1.000000000000000,0.000001543272002
101,0.000000000000000,1.000000000000000,0.000001543295970
99,0.000000000000000,1.000000000000000,0.000001543343782
96,0.000000000000000,1.000000000000000,0.000001543396166
93,0.000000000000000,1.000000000000000,0.000001543438130
88,0.000000000000000,1.000000000000000,0.000001543503660
87,0.000000000000000,1.000000000000000,0.000001543516064
85,0.000000000000000,1.000000000000000,0.000001543540784
83,0.000000000000000,1.000000000000000,0.000001543565176
81,0.000000000000000,1.000000000000000,0.000001543589166
74,0.000000000000000,1.000000000000000,0.000001543665264
61,0.000000000000000,1.000000000000000,0.000001543791268
60,0.000000000000000,1.000000000000000,0.000001543800440
54,0.000000000000000,1.000000000000000,0.000001543853615
35,0.000000000000000,1.000000000000000,0.000001543972138
34,0.000000000000000,1.000000000000000,0.000001543977097
33,0.000000000000000,1.000000000000000,0.000001543982056
26,0.000000000000000,1.000000000000000,0.000001544012494
20,0.000000000000000,1.000000000000000,0.000001544034187
13,0.000000000000000,1.000000000000000,0.000001544056323
91,7947.324063906465199,19856187.824968364089727,0.004407216040706
90,22726.477508876570937,80545232.937944188714027,0.010505047517310
7,51006.268712930541369,321915102.632039666175842,0.015374298789306
79,104136.169141993945232,1178237748.543498992919922,0.024388587982267
109,195898.948098773922538,3534282939.143958568572998,0.035604895007202
22,336478.511489542492200,9637018742.477783203125000,0.054503786448303
98,573119.048371390788816,24800018201.234764099121094,0.065558499177335
48,969835.925550479907542,70094187299.256149291992188,0.084957381680078
107,1531339.145837941206992,59515682105.626518249511719,0.029389052150470
31,2077172.984955945052207,272188228550.639099121093750,0.083305864924706
128,2525516.551359682343900,50894690.604642495512962,0.001628365354559
8,3148890.741107171401381,329996208379.988464355468750,0.048517449185146
76,3414358.258755912072957,5198816079.462887763977051,0.001330139131734
27,3889472.445994644891471,451457841484.237670898437500,0.024716432401323
86,3971933.244598865509033,11668424602.583345413208008,0.001391415430338
